text
"[{'label': 'neutral', 'score': 0.895074725151062}]"
"[{'label': 'neutral', 'score': 0.8559923768043518}]"
"[{'label': 'neutral', 'score': 0.7106924057006836}]"
"[{'label': 'neutral', 'score': 0.8928616046905518}]"
"[{'label': 'neutral', 'score': 0.7819135189056396}]"
"[{'label': 'neutral', 'score': 0.8715978264808655}]"
"[{'label': 'neutral', 'score': 0.7920635342597961}]"
"[{'label': 'neutral', 'score': 0.9236259460449219}]"
"[{'label': 'neutral', 'score': 0.8986008763313293}]"
"[{'label': 'neutral', 'score': 0.49036240577697754}]"
"[{'label': 'neutral', 'score': 0.8350421786308289}]"
"[{'label': 'neutral', 'score': 0.881340742111206}]"
"[{'label': 'neutral', 'score': 0.8228893280029297}]"
"[{'label': 'neutral', 'score': 0.8784181475639343}]"
"[{'label': 'neutral', 'score': 0.8945039510726929}]"
"[{'label': 'neutral', 'score': 0.6663426756858826}]"
"[{'label': 'neutral', 'score': 0.9029874205589294}]"
"[{'label': 'neutral', 'score': 0.9217050075531006}]"
"[{'label': 'neutral', 'score': 0.6946610808372498}]"
"[{'label': 'neutral', 'score': 0.7691449522972107}]"
"[{'label': 'neutral', 'score': 0.7119454741477966}]"
"[{'label': 'neutral', 'score': 0.8553993701934814}]"
"[{'label': 'neutral', 'score': 0.904622495174408}]"
"[{'label': 'neutral', 'score': 0.897148072719574}]"
"[{'label': 'neutral', 'score': 0.9124112725257874}]"
"[{'label': 'neutral', 'score': 0.8739809989929199}]"
"[{'label': 'neutral', 'score': 0.9019162654876709}]"
"[{'label': 'neutral', 'score': 0.8965395092964172}]"
"[{'label': 'neutral', 'score': 0.835234522819519}]"
"[{'label': 'neutral', 'score': 0.8367552161216736}]"
"[{'label': 'neutral', 'score': 0.7235208749771118}]"
"[{'label': 'neutral', 'score': 0.8849956393241882}]"
"[{'label': 'positive', 'score': 0.6776676177978516}]"
"[{'label': 'neutral', 'score': 0.9117076992988586}]"
"[{'label': 'neutral', 'score': 0.8259721398353577}]"
"[{'label': 'neutral', 'score': 0.9073711037635803}]"
"[{'label': 'neutral', 'score': 0.8028901815414429}]"
"[{'label': 'positive', 'score': 0.7026968598365784}]"
"[{'label': 'neutral', 'score': 0.8025195598602295}]"
"[{'label': 'neutral', 'score': 0.7871915698051453}]"
"[{'label': 'neutral', 'score': 0.5779635310173035}]"
"[{'label': 'neutral', 'score': 0.8417731523513794}]"
"[{'label': 'positive', 'score': 0.5890184640884399}]"
